398,anhgt.com,coinhive,coinhive.min.js,NotFound,
399,6667d.com,deepminer,deepMiner.Anonymous,NotFound,
400,gailzavala.com,deepminer,deepMiner.Anonymous,NotFound,
401,ballded888.com,webminepool,WMP.Anonymous,NotFound,
402,contractmanufacturer.eu,coinhive,coinhive.min.js,NotFound,
403,yjhdht.icu,coinhive,coinhive.min.js,NotFound,
404,rigmarole.com.au,coinhive,coinhive.min.js,NotFound,
405,sameer9247.wordpress.com,coinhive,coinhive.min.js,coinnebula,CoinNebula
406,leanconsulting.sk,coinimp,_client.start,NotFound,
407,hosteleticia.com,coinhive,coinhive.min.js,NotFound,
408,limefree.org,deepminer,deepMiner.Anonymous,NotFound,
409,dpiteam.com,coinimp,_client.start,NotFound,
410,intermittentfasting.it,coinimp,_client.start,NotFound,
411,eviltech.cz,webmine,webmine.cz,NotFound,
412,mpd.ae,coinimp,_client.start,NotFound,
413,themadhatter.events,coinhive,coinhive.min.js,NotFound,
414,idnbola.com,coinimp,_client.start,NotFound,
415,.wl2694.com.br,coinhive,coinhive.min.js,NotFound,
416,applepins.com,coinhive,coinhive.min.js,NotFound,
417,ls-iron.com,deepminer,deepMiner.Anonymous,NotFound,
418,sencergultuna.com,coinhive,coinhive.min.js,NotFound,
419,leboncoincrypto.fr,coinimp,_client.start,NotFound,
420,puzl.be,coinhive,coinhive.min.js,NotFound,
421,qwert.in,coinhive,coinhive.min.js,NotFound,
422,usbstorm.com,deepminer,deepMiner.Anonymous,NotFound,
423,lettonus.com,deepminer,deepMiner.Anonymous,NotFound,
424,healthidea.net,deepminer,deepMiner.Anonymous,NotFound,
425,mythtone.com,deepminer,deepMiner.Anonymous,NotFound,
426,lydighund.nu,coinimp,_client.start,NotFound,
427,superbuttonsoccer.com,browsermine,bmst.pw,NotFound,
428,xn--reciclajedepaales-rxb.com,coinhive,coinhive.min.js,NotFound,
429,velvetnfashion.com,coinhive,coinhive.min.js,NotFound,
430,cybertrax.com.au,coinimp,_client.start,NotFound,
431,melaniedcreation.com,coinhive,coinhive.min.js,NotFound,
432,filmdewasaonline.com,coinhive,coinhive.min.js,NotFound,
433,studio-401.ca,coinhive,coinhive.min.js,NotFound,
434,gemwines.love,coinimp,_client.start,NotFound,
435,bankreodirect.com,coinimp,_client.start,NotFound,
436,walkerparkcafe.co.uk,jsecoin,load.jsecoin.com,NotFound,
437,vvjq.net,coinhive,coinhive.min.js,NotFound,
438,matstudio.it,coinhive,coinhive.min.js,NotFound,
439,adamschronicles.com,coinimp,_client.start,NotFound,
440,omeconsulting.com.mx,coinhive,coinhive.min.js,NotFound,
441,mobilepro.cz,coinhive,coinhive.min.js,NotFound,
442,masznahme.de,coinhive,coinhive.min.js,NotFound,
443,77740.com,deepminer,deepMiner.Anonymous,NotFound,
444,akilli-co.com,coinimp,_client.start,NotFound,
445,pokemon-go-codes-promo.com,coinhive,coinhive.min.js,NotFound,
